32,230,3000,106
32,291,3000,349
33,59,1000,413
33,62,2000,442
33,110,3000,808
33,119,2000,265
33,150,3000,107
33,176,2000,750
33,183,1000,785
33,187,3000,197
43,56,3000,219
43,110,3000,845
43,130,3000,217
43,138,1000,996
43,163,2000,821
43,187,1000,492
43,217,2000,44
43,251,3000,101
43,257,2000,947
43,272,2000,894
43,281,1000,714
45,52,3000,579
45,59,2000,655
45,122,3000,490
45,130,2000,441
45,138,1000,388
45,163,3000,28
45,217,3000,38
45,218,3000,243
45,226,3000,972
45,263,2000,779
45,272,3000,93
45,281,1000,472
48,119,3000,966
48,138,1000,704
48,150,2000,488
48,152,1000,618
48,163,1000,62
48,175,1000,885
48,176,3000,823
48,187,2000,805
48,204,2000,391
48,218,3000,216
48,230,3000,270
48,252,3000,594
52,56,1000,316
52,74,3000,538
52,138,3000,899
52,140,3000,521
52,175,2000,766
52,183,3000,25
52,204,1000,41
52,217,2000,246
52,223,2000,102
52,281,2000,861
52,291,2000,626
56,74,2000,225
56,98,3000,850
56,110,2000,96
56,130,2000,950
56,140,3000,122
56,187,2000,589
56,226,2000,784
56,291,3000,573
59,130,3000,434
59,204,3000,147
59,230,1000,203
59,252,3000,883
59,272,1000,371
59,281,2000,340
62,119,2000,796
62,148,1000,721
62,217,3000,248
62,230,2000,206
62,248,3000,796
62,251,3000,805
62,291,2000,441
74,138,3000,207
74,140,1000,516
74,163,3000,788
74,175,2000,447
74,176,3000,565
74,248,2000,52
74,251,3000,610
74,252,3000,477
74,281,2000,795
74,291,1000,594
74,295,3000,158
98,119,3000,773
98,148,2000,66
98,175,3000,688
98,176,2000,601
98,242,2000,669
98,248,3000,793
98,281,2000,129
110,152,1000,25
110,183,2000,679
110,187,2000,708
110,214,2000,831
119,140,1000,179
119,148,3000,210
119,152,1000,98
119,163,2000,928
119,217,2000,434
119,218,2000,347
119,226,3000,657
122,163,1000,681
122,223,1000,531
122,230,1000,223
122,248,2000,761
122,251,1000,944
122,263,3000,418
130,138,1000,7
130,217,1000,124
130,223,3000,348
130,272,1000,823
138,150,3000,203
138,175,2000,487
138,176,3000,962
138,230,3000,53
138,242,3000,242
138,252,3000,835
140,150,2000,866
140,217,1000,501
140,218,3000,969
140,263,2000,218
140,281,1000,576
148,163,1000,356
148,257,2000,771
150,152,3000,13
150,187,2000,401
150,218,1000,1000
150,226,3000,419
152,183,2000,4
163,176,1000,850
163,217,3000,257
163,252,2000,496
163,291,2000,574
175,183,1000,637
175,204,2000,638
175,218,3000,717
175,230,3000,202
175,248,2000,814
175,251,1000,992
175,263,2000,461
176,187,2000,402
176,204,2000,861
176,214,2000,577
176,226,3000,445
176,230,2000,611
176,242,3000,954
176,251,3000,327
176,281,1000,715
183,226,1000,302
183,230,3000,747
183,242,1000,709
183,248,1000,662
183,257,3000,491
187,214,1000,974
187,223,1000,725
187,226,2000,26
187,230,2000,124
187,242,3000,832
187,248,1000,846
204,226,3000,540
204,248,2000,191
204,257,2000,446
204,272,1000,754
214,217,1000,726
214,218,2000,484
214,242,2000,512
214,291,1000,455
217,223,1000,127
217,251,1000,122
217,252,2000,957
217,291,1000,113
218,226,2000,463
218,252,2000,755
218,295,2000,407
223,242,2000,499
223,251,1000,245
223,252,1000,490
223,272,3000,780
226,242,1000,403
226,252,2000,431
226,281,3000,842
230,242,2000,256
230,248,3000,98
242,251,3000,377
248,257,1000,59
248,291,3000,892
252,257,3000,981
252,263,1000,100
257,281,2000,885
257,295,1000,587
263,291,2000,5
272,295,1000,330
